PT	AU	AF	CA	TI	SO	SE	ED	LA	DT	CE	DP	SC	DE	ID	AB	C1	RP	EM	RI	OI	U1	U2	PU	PI	PA	WP	SN	BN	J9	JI	PY	PD	VL	IS	PN	SU	SI	BP	EP	PG	DI	GA	UT	PM	OA	HC	HP	DA
J	Holoubek, NSJensen, WE	Holoubek, Nathan S.; Jensen, William E.		Avian Occupancy Varies With Habitat Structure in Oak Savanna of the South-Central United States	JOURNAL OF WILDLIFE MANAGEMENT			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	ANIMAL SCIENCES	Zoology	birds, canopy cover, Cross Timbers, oak savanna, occupancy, tree density	AKAIKES-INFORMATION-CRITERION, EASTERN NORTH-AMERICA, TALLGRASS PRAIRIE, BIRD COMMUNITIES, FIRE FREQUENCY, CROSS TIMBERS, POPULATIONS, DISTURBANCE, GRADIENT, CONSERVATION	Oak savanna, once widespread across central North America, has functionally vanished from most of its range because of land conversion or fire suppression, but much oak savanna remains in the Cross Timbers ecoregion of the south-central United States. We quantified avian habitat associations across a gradient from open oak savanna to woodland, to closed canopy forest in the Cross Timbers of southeastern Kansas. We surveyed breeding bird species in 2012 and 2013 and modeled species-specific occupancy in relation to habitat variables. Several species, including the northern bobwhite (Colinus virginianus), yellow-billed cuckoo (Coccyzus americanus), downy woodpecker (Picoides pubescens), Bewick's wren (Thryomanes bewickii), northern mockingbird (Mimus polyglottos), field sparrow (Spizella pusilla), dickcissel (Spiza americana), and orchard oriole (Icterus spurius) were associated with lower levels of tree density or canopy cover (i.e., savanna-woodland). Species associated with greater levels of tree density or canopy cover at some spatial scale included eastern wood-pewee (Contopus virens), white-breasted nuthatch (Sitta carolinensis), blue-gray gnatcatcher (Polioptila caerulea), and indigo bunting (Passerina cyanea). Occupancy of eastern wood-pewee and blue grosbeak (Passerina caerulea) were highest at intermediate levels of canopy cover (50-m radius) and tree density, respectively. Occupancies of eastern wood-pewee, northern mockingbird, lark sparrow (Chondestes grammacus), indigo bunting, and brown-headed cowbird (Molothrus ater) were variously related to shrub density, which was unrelated to tree cover or density across the savanna-forest gradient. We expect the savanna-associated species would benefit from reduction in tree density to savanna-like habitat (tree canopy cover 25%) within forests that were formerly savanna. (c) 2015 The Wildlife Society.	[Holoubek, NS; Jensen, WE] Emporia State Univ, Emporia, KS 66801 USA	Jensen, WE (reprint author), Emporia State Univ, 1200 Commercial Ave, Emporia, KS 66801 USA.	wjensen1@emporia.edu			5	61	WILEY-BLACKWELL	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	http://www.wiley.com/WileyCDA/	0022-541X		J WILDLIFE MANAGE	J. Wildl. Manage.	2015	APR	79	3				458	468	11		CE2FN	CCC:000351629900011					2019-04-10
J	Tremblay, JAIbarzabal, JSavard, JPL	Tremblay, Junior A.; Ibarzabal, Jacques; Savard, Jean-Pierre L.		Contribution of unburned boreal forests to the population of black-backed woodpecker in eastern Canada	ECOSCIENCE			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	ENVIRONMENT/ECOLOGY	Environmental Sciences & Ecology	age-class structure, nest survival, Picoides arcticus, resource pulse interactions, wildfire	CAVITY-NESTING BIRDS, PICOIDES-ARCTICUS, SOUTH-DAKOTA, HABITAT ASSOCIATIONS, CONIFEROUS FORESTS, FORAGING ECOLOGY, PULSED RESOURCES, NORTH-AMERICA, FIRE, PINE	Black-backed woodpecker is known to be a disturbance-associated species, being more abundant in disturbed forest stands than in undisturbed habitats, but its demography and population dynamic still need to be clarified. The present study was conducted in central Quebec within coniferous forests shaped largely by timber harvest and wildfire. The objectives were to compare the age composition of breeding black-backed woodpeckers, nest survival rate and productivity in both disturbed and undisturbed habitats (respectively recently burned and unburned habitats). In addition, we evaluated the general productivity of both habitat types in a simulated boreal landscape. There was a positive relationship between nest age and daily survival rates. Older woodpeckers were the most abundant breeders in unburned habitats and younger birds in one-year-old burns. Although nests in recently burned forests produced more nestlings per successful nest, our simulation of a boreal forest landscape showed that unburned habitat produced about two-thirds more fledglings per year than burned habitat. Globally, unburned habitat may provide woodpeckers more temporally stable resources. Population dynamics of the black-backed woodpecker, at least in our study area, may be explained by resource pulse interactions where populations benefit opportunistically from short-term high-quality habitat, and rely on unburned habitats for long-term persistence.	[Tremblay, JA; Ibarzabal, J] Univ Quebec Chicoutimi, Dept Sci Fondamentales, Chicoutimi, PQ, Canada; [Tremblay, JA; Savard, JPL] Environm & Climate Change Canada, Sci & Technol Branch, 1550 Ave Estimauville, Quebec City, PQ G1J 0C3, Canada	Tremblay, JA (reprint author), Univ Quebec Chicoutimi, Dept Sci Fondamentales, Chicoutimi, PQ, Canada.; Tremblay, JA (reprint author), Environm & Climate Change Canada, Sci & Technol Branch, 1550 Ave Estimauville, Quebec City, PQ G1J 0C3, Canada.	junior.tremblay@canada.ca			0	10	TAYLOR & FRANCIS INC	PHILADELPHIA	530 WALNUT STREET, STE 850, PHILADELPHIA, PA 19106 USA	http://www.tandfonline.com/	1195-6860		ECOSCIENCE	Ecoscience	2015		22	2-4				145	155	11		DP0FO	CCC:000378164500006					2019-04-10
J	Fogg, AMRoberts, LJBurnett, RD	Fogg, Alissa M.; Roberts, L. Jay; Burnett, Ryan D.		Occurrence patterns of Black-backed Woodpeckers in green forest of the Sierra Nevada Mountains, California, USA.	AVIAN CONSERVATION AND ECOLOGY			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	ANIMAL SCIENCES	Zoology		CAVITY-NESTING BIRDS, PICOIDES-ARCTICUS, FIRE SEVERITY, BOREAL FOREST, FORAGING ECOLOGY, CONIFER FORESTS, HABITAT, OCCUPANCY, CONSERVATION, RESOURCE	Black-backed Woodpeckers (Picoides arcticus) are a rare habitat specialist typically found in moderate and high severity burned forest throughout its range. It also inhabits green forest but little is known about occurrence and habitat use patterns outside of burned areas, especially in the Sierra Nevada of California, USA. We used point count and playback surveys to detect Black-backed Woodpeckers during 2011 -2013 on 460 transects on 10 national forest units. We defined green forest as areas that had not burned at moderate or high severity since 1991 and were more than 2 km from areas burned at moderate or high severity within the previous eight years (n = 386 transects). We used occupancy models to examine green forest habitat associations and found positive relationships with elevation, latitude, northern aspects, number of snags, tree diameter, lodgepole pine (Pinus contorta) forest, and a negative relationship with slope. Estimated occupancy in green forest was higher than previously understood (0.21). In addition site colonization and extinction probability in green forest were low (0.05 and 0.19, respectively) and suggest that many of the individuals detected in green forest were not just actively dispersing across the landscape in search of burned areas, but were occupying relatively stable home ranges. The association with high elevation and lodgepole pine forest may increase their exposure to climate change as these elevation forest types are predicted to decrease in extent over the next century. Although density is high in burned forest, green forest covers significantly more area in the Sierra Nevada and should be considered in efforts to conserve this rare species.		Fogg, AM (reprint author), 3820 Cypress Dr Suite 11, Petaluma, CA 94954 USA.	afogg@pointblue.org			0	28	RESILIENCE ALLIANCE	WOLFVILLE	ACADIA UNIV, BIOLOGY DEPT, WOLFVILLE, NS B0P 1X0, CANADA	http://www.resalliance.org	1712-6568		AVIAN CONSERV ECOL	Avian Conserv. Ecol.	2014	DEC	9	2				3	3	12		AZ0GH	CCC:000347923600001		DOAJ Gold			2019-04-10
J	Wiebe, KL	Wiebe, Karen L.		Responses of cavity-nesting birds to fire: testing a general model with data from the Northern Flicker	ECOLOGY			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	ENVIRONMENT/ECOLOGY	Environmental Sciences & Ecology	cavity nesters, Colaptes auratus, fire, nest density, reproductive success, Riske Creek, British Columbia, Canada, wildfire, woodpecker	PONDEROSA PINE FORESTS, COLAPTES-AURATUS, CRITICAL RESOURCE, PRESCRIBED FIRE, CLIMATE-CHANGE, BOREAL FOREST, BURN SEVERITY, WOODPECKER, MANAGEMENT, SURVIVAL	Census-based studies document changes in population size of animal species in response to wildfires, but mechanisms involving behavior of individuals and the effects on reproductive success are usually unknown. I developed a conceptual model explaining the persistence of cavity-nesting birds on the landscape after fires depending on carrying capacity (food supply) of the habitat and the philopatry and territoriality of the species. The breeding density, nest site characteristics, and reproductive success of Northern Flickers Colaptes auratus was studied before and after low-to moderate-severity fires on replicated plots. The density and spatial distribution of nests did not change in a consistent way after fires, but the rates of cavity excavation increased and characteristics of nest sites changed as such decay class of the tree. Laying dates were delayed and clutches were smaller in freshly excavated vs. reused cavities on the burned sites. Breeding philopatry caused a shift to older age classes in the population. Depredation of nests by small mammals increased during the first three years after fires, reducing the number of young produced per nest attempt on burned plots. The study shows that, even when fire does not reduce the density of breeding pairs, there may be detrimental effects detected only by monitoring the behavior and reproduction of individuals.	Univ Saskatchewan, Dept Biol, Saskatoon, SK S7N 5E2, Canada	Wiebe, KL (reprint author), Univ Saskatchewan, Dept Biol, 112 Sci Pl, Saskatoon, SK S7N 5E2, Canada.	karen.wiebe@usask.ca			4	53	ECOLOGICAL SOC AMER	WASHINGTON	1990 M STREET NW, STE 700, WASHINGTON, DC 20036 USA	http://www.esa.org/	0012-9658		ECOLOGY	Ecology	2014	SEP	95	9				2537	2547	11	10.1890/13-1711.1	AP8PF	CCC:000342340200016					2019-04-10
J	Stanton, RAKesler, DCThompson, FR	Stanton, Richard A., Jr.; Kesler, Dylan C.; Thompson, Frank R., III		Resource configuration and abundance affect space use of a cooperatively breeding resident bird	AUK			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	ANIMAL SCIENCES	Zoology	home range size, optimal foraging theory, resource selection, Sitta pusilla, utilization distributions	RED-COCKADED WOODPECKERS, BROWN-HEADED NUTHATCHES, HOME-RANGE, HABITAT SELECTION, UTILIZATION DISTRIBUTIONS, MODEL, SCALE, DISPERSAL, PATTERNS, GEOMETRY	Movement and space use of birds is driven by activities associated with acquiring and maintaining access to critical resources. Thus, the spatial configuration of resources within home ranges should influence bird movements, and resource values should be relative to their locations. We radio-tracked 22 Brown-headed Nuthatches (Sitta pusilla) and related their space use and home range sizes to available resources while taking nest site locations into account. We developed utilization distributions (UDs) from nuthatch locations, and treated the area of each 95% isopleth as home range size and the height of the UD as relative probability of use. We fit models relating home range size to mean resource measures within home ranges, and used lognormal regression to relate intensity of use to resource metrics at random points by ranking linear mixed models. Nuthatch home ranges typically had two centers of activity. Areas of high use were associated with the density of recently killed snags (likely a foraging resource), recent prescribed fire, pine dominance, low tree stocking rates, and grassy herbaceous cover. Home ranges were generally large (median: 7.1 ha; range: 0.3-47.6 ha), and smaller home range sizes were associated with pine dominance and higher nest snag density. Predicted home range sizes decreased by 77% and 69%, respectively, when percent pine and nest snag density were maximized. Our results illustrate that movement decisions within home ranges are driven by both the availability and spatial distribution of resources, while ongoing savannah-woodland management is providing resources that are used by Brown-headed Nuthatches.	[Stanton, RA] Univ Florida, Sch Nat Resources & Environm, Gainesville, FL 32611 USA; [Kesler, DC] Univ Missouri, Dept Fisheries & Wildlife Sci, Columbia, MO USA; [Thompson, FR] USDA Forest Serv, No Res Stn, Columbia, MO USA	Stanton, RA (reprint author), Univ Florida, Sch Nat Resources & Environm, Gainesville, FL 32611 USA.	richardastanton@ufl.edu		Stanton, Richard/0000-0001-9187-2186	0	28	AMER ORNITHOLOGISTS UNION	LAWRENCE	ORNITHOLOGICAL SOC NORTH AMER PO BOX 1897, LAWRENCE, KS 66044-8897 USA	http://www.nmnh.si.edu/BIRDNET/AOU/index.html	0004-8038		AUK	AUK	2014	JUL	131	3				407	420	14		AM9UX	CCC:000340227600017					2019-04-10
J	Saab, VALatif, QSRowland, MMJohnson, TNChalfoun, ADBuskirk, SWHeyward, JEDresser, MA	Saab, Victoria A.; Latif, Quresh S.; Rowland, Mary M.; Johnson, Tracey N.; Chalfoun, Anna D.; Buskirk, Steven W.; Heyward, Joslin E.; Dresser, Matthew A.		Ecological Consequences of Mountain Pine Beetle Outbreaks for Wildlife in Western North American Forests	FOREST SCIENCE			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	PLANT SCIENCES	Plant Sciences	bark beetles, Dendroctonus, disturbance, salvage logging, wildlife	CAVITY-NESTING BIRDS, DENDROCTONUS-PONDEROSAE HOPKINS, BLACK-BACKED WOODPECKERS, RED-BREASTED NUTHATCHES, COLORADO FRONT RANGE, CLIMATE-CHANGE, ROCKY-MOUNTAINS, PRESCRIBED FIRE, DETECTION PROBABILITIES, HABITAT SUITABILITY	Mountain pine beetle (Dendroctonus ponderosae) (MPB) outbreaks are increasingly prevalent in western North America, causing considerable ecological change in pine (Pinus spp.) forests with important implications for wildlife. We reviewed studies examining wildlife responses to MPB outbreaks and postoutbreak salvage logging to inform forest management and guide future research. Our review included 16 studies describing MPB outbreak relationships with 89 bird species and 6 studies describing relationships with 11 mammalian species, but no studies of reptiles or amphibians. We included studies that compared wildlife response metrics temporally (before versus after the outbreak) and spatially (across sites that varied in severity of outbreak) in relation to beetle outbreaks. Outbreaks ranged in size from 20,600 to >= 10(7) ha and studies occurred 1-30 years after the peak MPB outbreak, but most studies were conducted over the short-term (i.e., <= 6 years after the peak of MPB-induced tree mortality). Birds were the only taxa studied frequently; however, high variability existed among those studies to allow many inferences, although some patterns were evident. Avian studies concluded that cavity-nesting species responded more favorably to beetle-killed forests than species with open-cup nests, and species nesting in the shrub layer favored outbreak forests compared with ground and open-cup canopy nesters that generally showed mixed relationships. Bark-drilling species as a group clearly demonstrated a positive short-term association with MPB epidemics compared with that of other foraging assemblages. Cavity-nesting birds that do not consume bark beetles (i.e., secondary cavity-nesting species and nonbark-drilling woodpeckers) also exhibited some positive responses to MPB outbreaks, although not as pronounced or consistent as those of bark-drilling woodpeckers. Mammalian responses to MPB outbreaks were mixed. Studies consistently reported negative effects of MPB outbreaks on red squirrels (Tamiasciurus hudsonicus). However, there is evidence that red squirrels can persist after an outbreak under some conditions, e.g., when nonhost tree species are present. For small mammal species associated with forest understories, responses may be most pronounced during the postepidemic period (>6 years after the peak of beetle-induced tree mortality) when snags fall to produce coarse woody debris. Postoutbreak salvage logging studies (n = 6) reported results that lacked consensus. Postoutbreak salvage logging may have an impact on fewer wildlife species than postfire salvage logging, probably because only host-specific tree species are removed after beetle outbreaks.	[Saab, VA; Latif, QS] USDA, Rocky Mt Res Stn, Bozeman, MT 59717 USA; [Rowland, MM] USDA, Pacific NW Res Stn, Bozeman, MT USA; [Johnson, TN; Buskirk, SW; Heyward, JE] Univ Wyoming, Laramie, WY 82071 USA; [Chalfoun, AD] USGS Wyoming Cooperat Fish & Wildlife Res Unit, Laramie, WY USA; [Dresser, MA] Montana State Univ, Bozeman, MT USA	Saab, VA (reprint author), USDA, Rocky Mt Res Stn, Montana State Univ Campus, Bozeman, MT 59717 USA.	vsaab@fs.fed.us; qlatif@fs.fed.us; mrowland@fs.fed.us; tjohns67@uwyo.edu; achalfou@uwyo.edu; marten@uwyo.edu; jheyward@uwyo.edu; mattdresser@gmail.com			0	119	SOC AMER FORESTERS	BETHESDA	5400 GROSVENOR LANE, BETHESDA, MD 20814 USA	http://www.safnet.org	0015-749X		FOREST SCI	For. Sci.	2014	JUN	60	3				539	559	21		AJ4RA	CCC:000337662300011		Bronze			2019-04-10
J	Hiers, JKWalters, JRMitchell, RJVarner, JMConner, LMBlanc, LAStowe, J	Hiers, J. Kevin; Walters, Jeffrey R.; Mitchell, Robert J.; Varner, J. Morgan; Conner, L. Mike; Blanc, Lori A.; Stowe, Johnny		Ecological Value of Retaining Pyrophytic Oaks in Longleaf Pine Ecosystems	JOURNAL OF WILDLIFE MANAGEMENT			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	ANIMAL SCIENCES	Zoology	biodiversity, ecological integrity, ecological restoration, ecosystem processes, Pinus palustris, prescribed fire, pyrophytes, Quercus	RED-COCKADED WOODPECKER, HARDWOOD REDUCTION TECHNIQUES, AVIAN COMMUNITY RESPONSE, PRESCRIBED FIRE, HABITAT USE, STAND STRUCTURE, BREEDING BIRDS, BLACK BEARS, BURNING CHARACTERISTICS, HEXAZINONE APPLICATION	Species intolerant to fire, defined as lacking adaptations needed to establish dominance in a frequently burned landscape, are found within fire-prone ecosystems globally. Such species are frequently targeted for reduction or eradication to further conservation or restoration of biological diversity because the dominant paradigm in restoration of fire-dependent communities is to reduce the dominance or eliminate fire-intolerant invaders. To explore this paradigm, we examined the role of oaks (Quercus spp.) within fired-dependent upland and sandhill longleaf pine (Pinus palustris) ecosystems of the southeastern United States. These pine-oak ecosystems have among the highest levels of biodiversity in the temperate zone. This diversity is inextricably linked to a frequent fire regime and includes many species readily top-killed by fire, particularly oaks, which were common in the early settlement landscape. In examining the diversity of oak species found within longleaf pine ecosystems, we identify a group of pyrophytic oaks and show that these oaks are critical components of sandhill and other longleaf pine ecosystems, and their occurrence should be considered as part of conservation and restoration goals. Providing a better understanding of the ecological role of such species will benefit conservation management and strategic planning in fire-prone southeastern ecosystems and more broadly where fire is used as a management tool. (C) 2014 The Wildlife Society.	[Hiers, JK] Eglin AFB, Niceville, FL 32578 USA; [Walters, JR; Blanc, LA] Virginia Tech, Dept Biol Sci, Blacksburg, VA 24061 USA; [Mitchell, RJ; Conner, LM] Joseph W Jones Ecol Res Ctr, Newton, GA 39870 USA; [Varner, JM] Mississippi State Univ, Dept Forestry, Forest & Wildlife Res Ctr, Mississippi State, MS 39762 USA; [Stowe, J] South Carolina Dept Nat Resources, Columbia, SC 29224 USA	Hiers, JK (reprint author), Eglin AFB, 107 Highway 87, Niceville, FL 32578 USA.	mconner@jonesctr.org			13	97	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	http://www.wiley.com/WileyCDA/	0022-541X		J WILDLIFE MANAGE	J. Wildl. Manage.	2014	APR	78	3				383	393	11		AH3MI	CCC:000336027400002					2019-04-10
J	Rota, CTRumble, MAMillspaugh, JJLehman, CPKesler, DC	Rota, Christopher T.; Rumble, Mark A.; Millspaugh, Joshua J.; Lehman, Chadwick P.; Kesler, Dylan C.		Space-use and habitat associations of Black-backed Woodpeckers (Picoides arcticus) occupying recently disturbed forests in the Black Hills, South Dakota	FOREST ECOLOGY AND MANAGEMENT			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	PLANT SCIENCES	Plant Sciences	Bark beetles, Mountain pine beetle, Prescribed fire, Resource selection, Wildfire	MOUNTAIN PINE-BEETLE, HOME-RANGE SIZE, PONDEROSA PINE, RESOURCE SELECTION, BOREAL FOREST, BIRD COMMUNITIES, CONIFER FORESTS, BURNED FORESTS, FIRE SEVERITY, SIERRA-NEVADA	Black-backed Woodpeckers (Picoides arcticus) are a disturbance-dependent species that occupy recently burned forest and mountain pine beetle (MPB) infestations. Forest management practices that reduce the amount of disturbed forest may lead to habitat loss for Black-backed Woodpeckers, which have recently been petitioned for listing under the Endangered Species Act. We studied home range size and resource selection of Black-backed Woodpeckers occupying habitat created by summer wildfire, fall prescribed fire, and MPB infestations in the Black Hills, South Dakota. We studied home range size and resource selection by attaching radio-transmitters to adult Black-backed Woodpeckers. We estimated home range size using fixed kernel density techniques (n = 28 in habitat created by summer wildfire, n = 19 in habitat created by fall prescribed fire, and n = 27 in MPB infestations). We evaluated resource selection with a random-effects discrete choice model in a Bayesian framework (n = 5 in habitat created by summer wildfire, n = 16 in habitat created by fall prescribed fire, and n = 8 in habitat created by MPB infestations). Home range size was smallest in 1-2 year post summer wildfire habitat (mean home range size = 79 ha) and 2-year post fall prescribed fire habitat (mean home range size = 143 ha). Home range size was intermediate in MPB infestations (mean home range size = 307 ha) and was greatest in 3-4 year post fire habitat (mean summer wildfire home range size = 430 hectares, mean fall prescribed fire home range size = 460 ha). The relative probability that a Black-backed Woodpecker used a tree increased with increasing diameter at breast height (DBH) and basal area and was greatest on disturbance-killed trees. These results suggest 1-2 year post summer wildfire habitat may have the greatest relative value to Black-backed Woodpeckers and that MPB infestations may be more important as post-fire habitats age. We recommend retaining patches of 1-2 year post summer wildfire habitat that are at least 200 ha by exempting portions of recently burned forest from salvage logging. This recommendation can be accomplished by exempting salvage logging in summer wildfires <200 ha and retaining at least 50% of summer wildfires >400 ha. Ideally, recently burned forest patches should be composed of >= 27 m(2) basal area/ha of trees that burned at moderate or high severity, with at least 40% of the basal area composed of trees >= 27 cm DBH. (C) 2013 Elsevier B.V. All rights reserved.	[Rota, CT; Millspaugh, JJ; Kesler, DC] Univ Missouri, Dept Fisheries & Wildlife Sci, Columbia, MO 65211 USA; [Rumble, MA] US Forest Serv, Forest & Grassland Res Lab, Rocky Mt Res Stn, Rapid City, SD 57702 USA; [Lehman, CP] Custer State Pk, Custer, SD 57730 USA	Rota, CT (reprint author), Univ Missouri, Dept Fisheries & Wildlife Sci, 302 Anheuser Busch Nat Resources Bldg, Columbia, MO 65211 USA.	rotact@missouri.edu		Rota, Christopher/0000-0001-9272-4687	1	36	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	http://www.elsevier.com	0378-1127		FOREST ECOL MANAG	For. Ecol. Manage.	2014	FEB	313					161	168	8		AB3BF	CCC:000331665600019					2019-04-10
J	Kronenberger, JCipollini, MBaldvins, TMontgomery, ASimpson, A	Kronenberger, John; Cipollini, Martin; Baldvins, Thomas; Montgomery, Andrew; Simpson, Averi		Vegetative and Bird Community Response to Management in a Mountain Longleaf Pine Forest	NATURAL AREAS JOURNAL			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	ENVIRONMENT/ECOLOGY	Environmental Sciences & Ecology	bird community, management, Pinus palustris, prescribed fire, Southeast US, vegetative cover	GRASSLAND BIRDS, BREEDING BIRDS, FIRE, RESTORATION, SEASON, WOODPECKERS, POPULATIONS, ECOSYSTEMS, SAVANNAS	Over the last century, logging, land conversion, and fire suppression have reduced longleaf pine (Pinus palustris Mill.) ecosystems to a small fraction of their original range. Fire suppression, in particular, has facilitated encroachment by non-fire-tolerant trees and heavy litter buildup, leading to shifts in the native plant and animal community. In 2001, efforts were initiated to re-establish parts of Berry College's (Floyd County, GA) fire-suppressed mountain longleaf pine forest using combinations of prescribed fire, clear-cutting, planting, and herbicide application. We designed this study to determine the effects of management practices thus far on vegetation structure and the bird community. In 2009, vegetation structure data were collected in longleaf pine stands comprising three management classes ranging from low-to high-intensity management. Bird surveys were conducted from summer 2009 to spring 2010, and avifaunal community structure was related to vegetative characteristics within each stand. Unmanaged stands were strongly associated with common omnivorous, ground-foraging, and canopy-nesting birds of mixed woodlands. Intermediately managed stands contained mostly birds of mixed diet and aerial-and bark-feeding cavity nesters. Heavily managed stands were strongly associated with insect-, vertebrate-, seed-, and fruit-eating ground and shrub nesters, with several sightings of the near-threatened Bachman's sparrow (Peucaea aestivalis Lichtenstein). Intensity of management was positively correlated with canopy openness, understory development, and low litter levels. These vegetative differences helped explain the bird community makeup. We provide baseline data for assessing the impacts of management of mountain longleaf pine and similarly fire-suppressed forests on avian abundance and species richness.	[Kronenberger, J; Cipollini, M; Baldvins, T; Montgomery, A] Berry Coll, Dept Biol, Mt Berry, GA 30149 USA; [Simpson, A] Berry Coll, Dept Anim Sci, Mt Berry, GA 30149 USA	Cipollini, M (reprint author), Berry Coll, Dept Biol, POB 49-0430, Mt Berry, GA 30149 USA.	mcipollini@berry.edu			2	36	NATURAL AREAS ASSOC	ROCKFORD	320 SOUTH THIRD ST, ROCKFORD, IL 61104 USA	http://www.vmedia.com/naj	0885-8608		NAT AREA J	Nat. Areas J.	2014	JAN	34	1				8	23	16		AQ5VA	CCC:000342875500001					2019-04-10
J	Latif, QSSaab, VADudley, JGHollenbeck, JP	Latif, Quresh S.; Saab, Victoria A.; Dudley, Jonathan G.; Hollenbeck, Jeff P.		Ensemble modeling to predict habitat suitability for a large-scale disturbance specialist	ECOLOGY AND EVOLUTION			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	ENVIRONMENT/ECOLOGY	Environmental Sciences & Ecology	Black-backed Woodpeckers, forested habitat management, habitat suitability models, Mahalanobis D-2 models, Maxent models, model prediction in no-analogue environments, Picoides arcticus, resource selection models, species distribution models, wildfire	SPECIES DISTRIBUTION MODELS, CAVITY-NESTING BIRDS, CLIMATE-CHANGE, BOREAL FOREST, DISTRIBUTIONS, WOODPECKERS, FIRE, CONSERVATION, SELECTION, FUTURE	To conserve habitat for disturbance specialist species, ecologists must identify where individuals will likely settle in newly disturbed areas. Habitat suitability models can predict which sites at new disturbances will most likely attract specialists. Without validation data from newly disturbed areas, however, the best approach for maximizing predictive accuracy can be unclear (Northwestern U.S.A.). We predicted habitat suitability for nesting Black-backed Woodpeckers (Picoides arcticus; a burned-forest specialist) at 20 recently (6years postwildfire) burned locations in Montana using models calibrated with data from three locations in Washington, Oregon, and Idaho. We developed 8 models using three techniques (weighted logistic regression, Maxent, and Mahalanobis D-2 models) and various combinations of four environmental variables describing burn severity, the north-south orientation of topographic slope, and prefire canopy cover. After translating model predictions into binary classifications (0=low suitability to unsuitable, 1=high to moderate suitability), we compiled ensemble predictions, consisting of the number of models (0-8) predicting any given site as highly suitable. The suitability status for 40% of the area burned by eastside Montana wildfires was consistent across models and therefore robust to uncertainty in the relative accuracy of particular models and in alternative ecological hypotheses they described. Ensemble predictions exhibited two desirable properties: (1) a positive relationship with apparent rates of nest occurrence at calibration locations and (2) declining model agreement outside surveyed environments consistent with our reduced confidence in novel (i.e., no-analogue) environments. Areas of disagreement among models suggested where future surveys could help validate and refine models for an improved understanding of Black-backed Woodpecker nesting habitat relationships. Ensemble predictions presented here can help guide managers attempting to balance salvage logging with habitat conservation in burned-forest landscapes where black-backed woodpecker nest location data are not immediately available. Ensemble modeling represents a promising tool for guiding conservation of large-scale disturbance specialists.	[Latif, QS; Saab, VA] US Forest Serv, Rocky Mt Res Stn, Bozeman, MT 59717 USA; [Dudley, JG] US Forest Serv, Rocky Mt Res Stn, Boise, ID 83702 USA; [Hollenbeck, JP] USGS Forest & Rangeland Ecosyst Sci Ctr, Corvallis, OR 97331 USA	Latif, QS (reprint author), US Forest Serv, Rocky Mt Res Stn, 1648 S 7th Ave, Bozeman, MT 59717 USA.	qlatif@fs.fed.us			0	43	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	http://www.wiley.com/WileyCDA/	2045-7758		ECOL EVOL	Ecol. Evol.	2013	NOV	3	13				4348	4364	17		250BE	CCC:000326824300006	24340177	DOAJ Gold, Green Published			2019-04-10
