PT	AU	AF	CA	TI	SO	SE	ED	LA	DT	CE	DP	SC	DE	ID	AB	C1	RP	EM	RI	OI	U1	U2	PU	PI	PA	WP	SN	BN	J9	JI	PY	PD	VL	IS	PN	SU	SI	BP	EP	PG	DI	GA	UT	PM	OA	HC	HP	DA
J	Armitage, ARJensen, SMYoon, JEAmbrose, RF	Armitage, Anna R.; Jensen, Stacey M.; Yoon, Joy E.; Ambrose, Richard F.		Wintering shorebird assemblages and behavior in restored tidal wetlands in southern California	RESTORATION ECOLOGY			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	ENVIRONMENT/ECOLOGY	Environmental Sciences & Ecology	behavior, diversity, habitat heterogeneity, landscape matrix, mudflats, restoration, shorebirds	BIRD COMMUNITIES, HUMBOLDT BAY, SALT MARSHES, HABITAT, RESTORATION, HETEROGENEITY, ABUNDANCE, USA, MUDFLATS, ECOLOGY	Habitat restoration can partially compensate for the extensive loss of coastal wetlands, but creation of functional habitat and assessment of restoration success remain challenging tasks. To evaluate wintering shorebird use of restored coastal wetlands, we quantified shorebird assemblages and behavior of selected focal species at five restored sites and paired reference sites in Mugu Lagoon, southern California, United States. The Shannon-Wiener index of species diversity (for all birds in order Charadriiformes) was higher in the restored than in the reference portion of three of the five sites, higher in the reference portion of a fourth site, and similar between reference and restored areas of the fifth site. Species diversity was lower in sites closer to man-made structures. The four most abundant species groups across the five sites were selected for detailed analysis of site use and behavior: Willets (Catoptrophorus semipalmatus), Marbled Godwits (Limosa fedoa), Dowitchers (Limnodromus spp.), and Sandpipers (Calidris spp.) (Western, Least, and Dunlin). Each focal species group exhibited distinct site preferences, and densities in restored sites were often as high or higher than in reference sites. Willets and Dowitchers preferred habitats with more extensive tidal flats, a characteristic of restored sites. Godwits and Sandpipers preferred heterogeneous habitats with a mix of water and tidal flats. Most birds were engaged in feeding activities during the ebb tides surveyed, and there were no apparent differences in behavior between reference and restored sites. Though not all restored sites were used equally by all species, the creation of multiple restored sites with varied habitat characteristics attracted a diverse assemblage of shorebirds and may have contributed to the integrity of the regional wetland landscape.	Texas A&M Univ, Dept Marine Biol, Galveston, TX 77551 USA; Univ Calif Los Angeles, Environm Sci & Engn Program, Los Angeles, CA 90095 USA; Univ Calif Los Angeles, Dept Environm Hlth Sci, Los Angeles, CA 90095 USA	Armitage, AR (reprint author), Texas A&M Univ, Dept Marine Biol, 5007 Ave U, Galveston, TX 77551 USA.	armitaga@tamug.edu		Armitage, Anna/0000-0003-1563-8026; Ambrose, Richard/0000-0001-8653-6487	3	31	WILEY-BLACKWELL PUBLISHING, INC	MALDEN	COMMERCE PLACE, 350 MAIN ST, MALDEN 02148, MA USA	http://www.wiley.com/WileyCDA/	1061-2971		RESTOR ECOL	Restor. Ecol.	2007	MAR	15	1				139	148	10	10.1111/j.1526-100X.2006.00198.x	134LH	CCC:000244084000016					2019-04-10
J	Covert-Bratland, KATheimer, TCBlock, WM	Covert-Bratland, Kristin A.; Theimer, Tad C.; Block, William M.		Hairy Woodpecker winter roost characteristics in burned ponderosa pine forest	WILSON JOURNAL OF ORNITHOLOGY			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	ANIMAL SCIENCES	Zoology		CAVITY-NESTING BIRDS, NORTHERN ARIZONA, PILEATED WOODPECKERS, FORAGING ECOLOGY, SITE SELECTION, TREE HARDNESS, FIRE, SNAGS, MORTALITY, COMMUNITIES	Winter roosts afford escape from extreme climatic conditions, reduce heat and energy loss, and provide protection from predators for North American woodpeckers. We monitored the use and characteristics of 12 winter roosts used by nine radio-marked Hairy Woodpeckers (Picoides villosus) in ponderosa pine (Pinus ponderosa) forests of northern Arizona that had experienced wildfire in 1996 and 2000. Roost trees were larger in diameter than 95% of non-roost trees and on average 2.5 times larger within burned areas of similar severity. Roost trees were within patches less dense than 95% of measured patches across study sites, which were on average 1.5 times as dense. Two-thirds of roost trees were created by fire and were smaller than those created by other means. Six birds each used one roost and three males each used two roosts. Two-thirds of the roosts were outside or on the edge of estimated home ranges. Maximum straight-line distances traveled, from roost to farthest point of home range, were > 1 km for 8 of 9 birds. Woodpeckers have a significant role in providing cavities for secondary cavity nesters. Thus, understanding habitat requirements for winter roosts could provide managers with essential tools to maintain or enhance populations of this species.	US Forest Serv, Rocky Mt Res Stn, Flagstaff, AZ 86001 USA; No Arizona Univ, Dept Biol, Flagstaff, AZ 86011 USA	Covert-Bratland, KA (reprint author), US Forest Serv, Rocky Mt Res Stn, 2500 S Pine Knoll Dr, Flagstaff, AZ 86001 USA.	kbratland@fs.fed.us			0	7	WILSON ORNITHOLOGICAL SOC	WACO	5400 BOSQUE BLVD, STE 680, WACO, TX 76710 USA		1559-4491		WILSON J ORNITHOL	Wilson J. Ornithol.	2007	MAR	119	1				43	52	10	10.1676/05-127.1	148YQ	CCC:000245113700006					2019-04-10
J	Saab, VARussell, REDudley, JG	Saab, Victoria A.; Russell, Robin E.; Dudley, Jonathan G.		Nest densities of cavity-nesting birds in relation to postfire salvage logging and time since wildfire	CONDOR			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	ANIMAL SCIENCES	Zoology	cavity-nesting birds, nest densities, nest survival, ponderosa pine forests, postfire salvage logging, wildfire	STAND-REPLACEMENT FIRE, BOREAL FOREST, SIERRA-NEVADA, HABITAT QUALITY, CONIFER FORESTS, POPULATIONS, WOODPECKERS, COMMUNITIES, NORTHERN, SUCCESSION	We monitored the nest densities and nest survival of seven cavity-nesting bird species, including four open-space foragers (American Kestrel [Falco sparperius], Lewis's Woodpecker [Melanerpes lewis], Western Bluebird [Sialia mexicana], and Mountain Bluebird [S. currucoides]) and three wood-foragers (Hairy Woodpecker [Picoides villosus], Black-backed Woodpecker [P. arcticus], and Northern Flicker [Colaptes auratus]), after two wildfires (one partially salvage-logged and one unlogged) in western Idaho from 1994-2004. We estimated the relationship between nest density and time since fire, tested for statistical differences in nest densities and nest survival in the partially salvage-logged vs. unlogged wildfires, and tested for differences in nest survival between early (1-4 years after fire) and late (5-12 years after fire) postfire periods. Nest densities of open-space foragers and Northern Flickers generally increased with time since fire, whereas nest densities of Black-backed and Hairy Woodpeckers peaked 4-5 years postfire. Nest densities of wood-foraging species and Mountain Bluebirds were significantly higher in the unlogged burn, whereas Lewis's Woodpeckers had significantly higher nest densities in the partially logged burn. Kestrels tended to favor the partially logged burn, while Western Bluebird nest densities were nearly equal in both burned areas. For most species, postfire period and treatment (partially logged vs. unlogged) had little influence on nest survival. However, Hairy Woodpecker nest survival was significantly lower in the partially logged burn versus the unlogged wildfire in the early postfire period, and Lewis's Woodpecker nest survival was significantly reduced in the later postfire period versus the early postfire period in the partially logged burn. Importantly, the salvage logging was designed to retain more than half of the snags over 23 cm in diameter, which provided suitable nesting habitat for open-space foragers during the decade following fire.	US Forest Serv, Rocky Mt Res Stn, Bozeman, MT 59717 USA; US Forest Serv, Rocky Mt Res Stn, Boise, ID 83702 USA	Saab, VA (reprint author), US Forest Serv, Rocky Mt Res Stn, 1648 S 7th Ave,MSU Campus, Bozeman, MT 59717 USA.	vsaab@fs.fed.us		Russell, Robin/0000-0001-8726-7303	2	56	COOPER ORNITHOLOGICAL SOC	LAWRENCE	ORNITHOLOGICAL SOC NORTH AMER PO BOX 1897, LAWRENCE, KS 66044-8897 USA		0010-5422		CONDOR	Condor	2007	FEB	109	1				97	108	12	10.1650/0010-5422(2007)109[97:NDOCBI]2.0.CO;2	135HX	CCC:000244145800009					2019-04-10
J	Ohmann, JLGregory, MJSpies, TA	Ohmann, Janet L.; Gregory, Matthew J.; Spies, Thomas A.		Influence of environment, disturbance, and ownership on forest vegetation of Coastal Oregon	ECOLOGICAL APPLICATIONS			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	ENVIRONMENT/ECOLOGY	Environmental Sciences & Ecology	biodiversity indicators, disturbance effects, down wood, forest ownership, gradient analysis, hardwoods, land cover change, legacy trees, old growth, predictive vegetation mapping, regional conservation planning, snags	COARSE WOODY DEBRIS, LAND-COVER CHANGE, BIOLOGICAL DIVERSITY, GRADIENT ANALYSIS, SPATIAL-PATTERN, MANAGED FORESTS, WESTERN OREGON, LANDSCAPE, USA, BIODIVERSITY	Information about how vegetation composition and structure vary quantitatively and spatially with physical environment, disturbance history, and land ownership is fundamental to regional conservation planning. However, current knowledge about patterns of vegetation variability across large regions that is spatially explicit (i.e., mapped) tends to be general and qualitative. We used spatial predictions from gradient models to examine the influence of environment, disturbance, and ownership on patterns of forest vegetation biodiversity across a large forested region, the 3-million-ha Oregon Coast Range (USA). Gradients in tree species composition were strongly associated with environment, especially climate, and insensitive to disturbance, probably because many dominant tree species are long-lived and persist throughout forest succession. In contrast, forest structure was strongly correlated with disturbance and only weakly with environmental gradients. Although forest structure differed among ownerships, differences were blurred by the presence of legacy trees that originated prior to current forest management regimes. Our multi-ownership perspective revealed biodiversity concerns and benefits not readily visible in single-ownership analyses, and all ownerships contributed to regional biodiversity values. Federal lands provided most of the late-successional and old-growth forest. State lands contained a range of forest ages and structures, including diverse young forest, abundant legacy dead wood, and much of the high-elevation true fir forest. Nonindustrial private lands provided diverse young forest and the greatest abundance of hardwood trees, including almost all of the foothill oak woodlands. Forest industry lands encompassed much early-successional forest, most of the mixed hardwood-conifer forest, and large amounts of legacy down wood. The detailed tree- and species-level data in the maps revealed regional trends that would be masked in traditional coarse-filter assessment. Although abundant, most early-successional forests originated after timber harvest and lacked legacy live and dead trees important as habitat and for other ecological functions. Many large-conifer forests that might be classified as old growth using a generalized forest cover map lacked structural features of old growth such as multilayered canopies or dead wood. Our findings suggest that regional conservation planning include all ownerships and land allocations, as well as fine-scale elements of vegetation composition and structure.	USDA, Forest Serv, Pacific NW Res Stn, Corvallis, OR 97331 USA; USDA, Dept Forest Sci, Corvallis, OR 97331 USA	Ohmann, JL (reprint author), USDA, Forest Serv, Pacific NW Res Stn, Corvallis, OR 97331 USA.	johmann@fs.fed.us			3	28	WILEY-BLACKWELL	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	http://www.wiley.com/WileyCDA/	1051-0761		ECOL APPL	Ecol. Appl.	2007	JAN	17	1				18	33	16	10.1890/1051-0761(2007)017[0018:IOEDAO]2.0.CO;2	155OV	CCC:000245588400003	17479832				2019-04-10
J	Burbidge, AHRolfe, JMcNee, SNewbey, BWilliams, M	Burbidge, Allan H.; Rolfe, Jim; McNee, Shapelle; Newbey, Brenda; Williams, Matt		Monitoring population change in the cryptic and threatened Western Ground Parrot in relation to fire	EMU			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	ANIMAL SCIENCES	Zoology		PEZOPORUS-WALLICUS, STATISTICAL POWER, BIOLOGY, CONSERVATION, QUEENSLAND, MANAGEMENT, HABITAT	Measures of abundance and population trends are necessary for informed management of rare species, but obtaining reliable estimates of sparsely occurring species is an ongoing challenge in conservation biology. It is even more difficult when the species of interest is also cryptic. We censused a population of one such species, the Western Ground Parrot ( Pezoporus wallicus flaviventris), over several years to develop a monitoring protocol to assist in future management, extend understanding of its response to fire, and provide a model that could be used with other cryptic bird species. Abundance of Western Ground Parrots, monitored by means of calling frequencies, varied from year to year at a study site in Fitzgerald River National Park, south- western Australia. Frequency of calling increased significantly from 1996 to 2000. During this time, frequency of calling peaked in 1998 in part of the study site that had been unburnt for more than 40 years, and remained high in 2000. Frequency of calling was similar in a more recently burnt part of the study area except in May 1998, when frequency was lower following a fire that burnt part of this area five months previously. Frequency of calling dropped significantly in both the long unburnt and recently burnt areas between 2000 and 2004; exact reasons for this are unknown. Western Ground Parrots can use recently burnt vegetation where it is immediately adjacent to an established population, but do not need fire to create habitat, at least in the timescale of 40 years. The current monitoring protocol, where eight listening posts are counted approximately three times each, is capable of detecting an annual change in frequency of calling of similar to 13%. The number of listening posts would need to be increased to 14 in order to detect an annual change of 10%, and would need to be increased to 40 in order to detect an annual change of 5%.	Dept Environm & Conservat, Wanneroo, WA 6946, Australia	Burbidge, AH (reprint author), Dept Environm & Conservat, POB 51, Wanneroo, WA 6946, Australia.	allan.burbidge@dec.wa.gov.au			0	6	CSIRO PUBLISHING	CLAYTON	UNIPARK, BLDG 1, LEVEL 1, 195 WELLINGTON RD, LOCKED BAG 10, CLAYTON, VIC 3168, AUSTRALIA	http://www.publish.csiro.au	0158-4197		EMU	Emu	2007		107	2				79	88	10	10.1071/MU06016	180WB	CCC:000247396100001					2019-04-10
J	Warren, AJCollins, MJ	Warren, Anthony J.; Collins, Michael J.		A pixel-based semi-empirical system for predicting vegetation diversity in boreal forest	INTERNATIONAL JOURNAL OF REMOTE SENSING			English	Article	Physical, Chemical & Earth Sciences (PCES)	EARTH SCIENCES	Physical Sciences - Other Topics		PLANT-SPECIES DIVERSITY, EVIDENTIAL CLASSIFICATION, BIOLOGICAL DIVERSITY, SAR IMAGES, BIODIVERSITY, BIOMASS, CONSERVATION, UNDERSTORY, ECOSYSTEM, RICHNESS	We have designed a system that predicts species richness in the mixed wood boreal forest of Canada. The system is based on a simple multivariate linear model that uses four landscape characteristics as independent variables: canopy species type, distance from the nearest ridgeline, time since the last fire and canopy stem density. The model is shown to provide statistically significant estimates of richness when using observed independent variables. We developed models for estimating the four landscape characteristics from geospatial data consisting of remotely sensed imagery and a digital elevation model. We ran the model at the stand scale and the pixel scale and found that stand scale predictions were be more accurate that pixel scale predictions. We produced a map of vegetation species richness for Prince Alberta National Park in central Saskatchewan Canada that is consistent with our expectations. We also estimated the uncertainty in the four landscape characteristic estimates and developed a methodology for propagating this uncertainty through the system to produce estimates of uncertainty in the pixel-based richness predictions. While the uncertainty. is significant, the estimation and management of uncertainty in a mapping system of this type represents an innovation.	Univ Calgary, Dept Geomat Engn, Calgary, AB T2N 1N4, Canada; AXYS Environm Consulting Ltd, Sidney, BC V8L 3S8, Canada	Warren, AJ (reprint author), Univ Calgary, Dept Geomat Engn, Calgary, AB T2N 1N4, Canada.	awarren@axys.net; michael.collins@ucalgary.ca			1	10	TAYLOR & FRANCIS LTD	ABINGDON	4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND	http://www.tandf.co.uk	0143-1161		INT J REMOTE SENS	Int. J. Remote Sens.	2007	JAN	28	1-2				83	105	23		134OR	CCC:000244093200007					2019-04-10
J	Whelan, CJJedlicka, DM	Whelan, Chrisropher J.; Jedlicka, Dianne M.		Augmenting population monitoring programs with behavioral indicators during ecological restorations	ISRAEL JOURNAL OF ECOLOGY & EVOLUTION			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	ENVIRONMENT/ECOLOGY	Environmental Sciences & Ecology	ecological restoration, GUD, Midewin National Tallgrass Prairie, population monitoring	GIVING-UP DENSITIES, PATCH-USE, FORAGING BEHAVIOR, HABITAT QUALITY, PREDATION RISK, BREEDING SUCCESS, LONG-TERM, FOOD, AVAILABILITY, COSTS	Restoration Ecology is the application of principles from Evolutionary Ecology to recover ecosystems that have been degraded, damaged, or destroyed by human activities. Successful restoration requires clearly defined objectives and the means to assess progress in meeting them. Often this includes monitoring population trajectories (changes in population size over time) of focal species. Unfortunately, population trajectories in and of themselves are often ambiguous and open to interpretation. Incorporation of additional information can increase the information content of such monitoring programs. Here we advocate using behavioral indicators, particularly the giving-up density (GUD) of food in experimental foraging patches, to complement more traditional monitoring programs that track changes in population sizes over time. We use the results of two field studies to demonstrate how GUDs reflect changes in environmental quality (background food abundance), changing physiological costs of maintenance over an annual cycle, and risk of predation. We then illustrate, through hypothetical examples, how knowledge of changes in GUDs over time can inform interpretation of actual population trajectories (based on 12 years of monitoring) of four bird species of conservation concern at the United States Forest Service Midewin National Tallgrass Prairie, Illinois, USA. We conclude with a prospectus providing guidelines for incorporating behavioral indicators like the GUD in monitoring programs. Integrating behavioral indicators with more traditional population monitoring approaches provides an effective means of acquiring useful information in a timely and efficient manner.	[Whelan, CJ] Illinois Nat Hist Survey, Div Ecol & Conservat Sci, Wilmington, IL 60481 USA; [Jedlicka, DM] Sch Art Inst Chicago, Dept Liberal Arts & Sci, Chicago, IL 60603 USA	Whelan, CJ (reprint author), Illinois Nat Hist Survey, Div Ecol & Conservat Sci, 30239 S Route 53, Wilmington, IL 60481 USA.	virens@darwiniandynamics.org		Whelan, Christopher/0000-0001-7511-2603	1	21	BRILL ACADEMIC PUBLISHERS	LEIDEN	PLANTIJNSTRAAT 2, P O BOX 9000, 2300 PA LEIDEN, NETHERLANDS	http://www.brill.nl	1565-9801		ISR J ECOL EVOL	Isr. J. Ecol. Evol.	2007		53	3-4				279	295	17	10.1560/IJEE.53.3.279	320TL	CCC:000257257800005					2019-04-10
J	Kosinski, ZKempa, M	Kosinski, Ziemowit; Kempa, Marcin		Density, distribution and nest-sites of woodpeckers picidae, in a managed forest of Western Poland	POLISH JOURNAL OF ECOLOGY			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	ENVIRONMENT/ECOLOGY	Environmental Sciences & Ecology	hole-nesters, breeding densities, nest-sites, managed forests	MIDDLE SPOTTED WOODPECKER, HOME-RANGE SIZE, DENDROCOPOS-MEDIUS, REPRODUCTIVE SUCCESS, DRYOCOPUS-MARTIUS, RIVERINE FORESTS, CENTRAL-EUROPE, SELECTION, FRAGMENTATION, LEUCOTOS	Abundance, distribution and nest-site characteristics of woodpecker species (family Picidae), i.e., Great Spotted Woodpecker (Dendrocopos major L.), Middle Spotted Woodpecker (D. medius L.), Lesser Spotted Woodpecker (D. minor L.), Black Woodpecker (Dryocopus martius L.), Grey-faced Woodpecker (Picus canus Gmel.) and Wryneck (Jynx torquilla L.), coexisting in managed forest are described. All species preferred old deciduous forest stands ( >= 81 years old) as nest-sites, however, they differed in most aspects of nest site selection. Great- and Middle Spotted Woodpeckers excavated nest-holes most commonly in oaks (78 and 86% of nests, respectively), but Black- and Grey-faced Woodpeckers in beeches (71 and 100% of nests). However, placement of nest-holes within the same tree species differed among woodpecker species. Great Spotted- and Grey-faced Woodpeckers nested three meters lower (9 m) compared to Middle Spotted and Black Woodpeckers (12 m). Lesser Spotted- Woodpeckers excavated breeding holes relatively the highest in respect to tree height. With the exception of Lesser Spotted Woodpeckers, all specie used live trees as nest sites. Weaker excavators such as Middle Spotted- and Lesser Spotted Woodpeckers, nested more frequently in limbs and branches (31 and 25% of nests, respectively) compared to strong excavators, i.e., Great Spotted-, Black- and Grey-faced Woodpeckers (<8% of nests in limbs or branches). Weaker excavators more frequently selected dead tree fragments compared to strong excavators.	Adam Mickiewicz Univ Poznan, Inst Environm Biol, Dept Avian Biol & Ecol, PL-61614 Poznan, Poland	Kosinski, Z (reprint author), Adam Mickiewicz Univ Poznan, Inst Environm Biol, Dept Avian Biol & Ecol, Umultowska 89, PL-61614 Poznan, Poland.	zkosinsk@amu.edu.pl			1	50	POLISH ACAD SCIENCES INST ECOLOGY	LOMIANKI	DZIEKANOW LESNY NEAR WARSAW, 05-092 LOMIANKI, POLAND		1505-2249		POL J ECOL	Pol. J. Ecol.	2007		55	3				519	533	15		210TN	CCC:000249478600008					2019-04-10
J	Boscolo, DMetzger, JPVielliard, JME	Boscolo, Danilo; Metzger, Jean Paul; Vielliard, Jacques M. E.		Efficiency of playback for assessing the occurrence of five bird species in Brazilian Atlantic Forest fragments	ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS			English	Article	Physical, Chemical & Earth Sciences (PCES)	MULTIDISCIPLINARY	Science & Technology - Other Topics	playback, birds, forest fragments, methodology development, Atlantic forest, Sao Paulo State	TAPE-RECORDED CALLS, BROADCAST VOCALIZATIONS, PATCH-OCCUPANCY, ABUNDANCE, CONNECTIVITY, AUSTRALIA, RAILS, SIZE, SONG	Playback of bird songs is a useful technique for species detection; however, this method is usually not standardized. We tested playback efficiency for five Atlantic Forest birds (White-browed Warbler Basileuterus leucoblepharus, Giant Antshrike Batara cinerea, Swallow-tailed Manakin Chiroxiphia caudata, Whiteshouldered Fire-eye Pyriglena leucoptera and Surucua Trogon Trogon surrucura) for different time of the day, season of the year and species abundance at the Morro Grande Forest Reserve (South-eastem Brazil) and at thirteen forest fragments in a nearby landscape. Vocalizations were broadcasted monthly at sunrise, noon and sunset, during one year. For B. leucoblepharus, C. caudata and T surrucura, sunrise and noon were more efficient than sunset. Batara cinerea presented higher efficiency from July to October. Playback expanded the favourable period for avifaunal surveys in tropical forest, usually restricted to early morning in the breeding season. The playback was efficient in detecting the presence of all species when the abundance was not too low. But only B. leucoblepharus and T surrucura showed abundance values significantly related to this efficiency. The present study provided a precise indication of the best daily and seasonal periods and a confidence interval to maximize the efficiency of playback to detect the occurrence of these forest species.	Univ Sao Paulo, Inst Biociencias, Dept Ecol, BR-05508900 Sao Paulo, Brazil; Univ Estadual Campinas, Inst Biol, Dept Zool, BR-13083970 Campinas, SP, Brazil	Metzger, JP (reprint author), Univ Sao Paulo, Inst Biociencias, Dept Ecol, Rua Matao 321,Travessa 14, BR-05508900 Sao Paulo, Brazil.	jpm@ib.usp.br	Metzger, Jean Paul/C-2514-2012; Boscolo, Danilo/F-7615-2010; IB/USP, Ecologia/F-8692-2017	Metzger, Jean Paul/0000-0002-0087-5240; Boscolo, Danilo/0000-0002-0741-501X; 	1	26	ACAD BRASILEIRA DE CIENCIAS	RIO JANEIRO	RUA ANFILOFIO DE CARVALHO, 29, 3 ANDAR, 20030-060 RIO JANEIRO, BRAZIL		0001-3765		AN ACAD BRAS CIENC	An. Acad. Bras. Cienc.	2006	DEC	78	4				629	644	16	10.1590/S0001-37652006000400003	153BK	CCC:000245406500003	17143403	DOAJ Gold			2019-04-10
J	Ferrer, XCarrascal, LMGordo, OPino, J	Ferrer, Xavier; Carrascal, Luis M.; Gordo, Oscar; Pino, Joan		Bias in avian sampling effort due to human preferences: An analysis with Catalonian birds (1900-2002)	ARDEOLA			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	ANIMAL SCIENCES	Zoology	birds, birdwatcher preferences, Catalonia, environmental characteristics, sampling biases	SPECIES RICHNESS, RARE BIRDS, CONSERVATION, SPAIN, SCALE, BIODIVERSITY, FIRE, SELECTION, DENSITY, AFRICA	Aims: To investigate the sources of spatial bias in the bird records of Catalonia from 1900 to 2002, with the aim of providing generalized recommendations for using other databases, and setting up broad inventory projects. The paper examines the influence of environmental variables, human distribution and ornithological preferences of birdwatchers on past avian sampling effort in Catalonia, a contrasting region in the north east of Spain.Location: Catalonia (Spain).Methods: The relationship between time (field days) devoted to sampling birds in 10 x 10 km UTM squares (from the records of VertebraCat database, across 5 study periods from 1900 to 2002) and a set of environmental, human distribution and bird species richness variables was analysed. These relationships were analysed by means of Partial Least Squares Regression (PLSR) and multiple regression analyses.Results: A partial least squares regression analysis accounted for 39.4 % of the spatial variation in time devoted to avian sampling per UTM 10 x 10 km square in the most recent (1983 - 2002) period. The major pattern shows that large visit frequencies were mainly associated with coastal areas with a large cover of wetlands, marshes and sand dunes, high human population density, dense transportation, and also high covers of irrigated croplands, urban and industrial environments. Another group of highly visited UTM squares was also covered with a large surface of protected areas, mostly located in mountainous Catalonian sectors, as opposed to those UTM squares in lowland areas mainly covered by non-irrigated extensive croplands. Catalonian ornithologists and birdwatchers also showed an uneven preference for different groups of bird species, as they mainly relied on migratory and endangered species.Conclusions: The illustrated biased pattern of ornithological field work in Catalonia casts doubts about the usefulness of biodiversity indices obtainable from databases of observation records without a random-stratified sampling approach. However, these problems might be overcome by including a variable of sampling bias such as the number of records or days of field work.	Univ Barcelona, Fac Biol, Dept Biol Anim Vertebrats, E-08028 Barcelona, Spain; CSIC, Museo Nacl Ciencias Nat, Dept Biodiversidad & Biol Evolut, E-28006 Madrid, Spain; Univ Autonoma Barcelona, CREAF, E-08193 Barcelona, Spain	Ferrer, X (reprint author), Univ Barcelona, Fac Biol, Dept Biol Anim Vertebrats, Diagonal 645, E-08028 Barcelona, Spain.	xferrer@ub.edu	Pino, Joan/H-6253-2015; Carrascal, Luis M./B-8381-2008; Gordo, Oscar/A-4701-2013; Ferrer, Xavier/F-1286-2016; Evolutionary Ecology, Ecologia Evolutiva/M-3553-2014	Pino, Joan/0000-0003-0939-7502; Carrascal, Luis M./0000-0003-1288-5531; Gordo, Oscar/0000-0003-3766-0566; Ferrer, Xavier/0000-0001-9292-1066; 	0	12	SOC ESPANOLA ORNITOLGIA	MADRID	MELQUIADAS BIENCINTO 34, E-28053 MADRID, SPAIN		0570-7358		ARDEOLA	Ardeola	2006	DEC	53	2				213	227	15		147DS	CCC:000244984200001					2019-04-10
J	Slik, JWFVan Balen, S	Slik, J. W. F.; Van Balen, S.		Bird community changes in response to single and repeated fires in a lowland tropical rainforest of eastern Borneo	BIODIVERSITY AND CONSERVATION			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	ENVIRONMENT/ECOLOGY	Environmental Sciences & Ecology	bird-habitat associations, disturbance, forest fire, guilds, lowland rain forest, repeated burning, southeast Asia, species composition, species diversity	CENTRAL BRAZILIAN AMAZONIA, SPECIES COMPOSITION, SURFACE FIRES, EL-NINO, LANDSCAPES, WILDFIRES, SUMATRA	Our current understanding of bird community responses to tropical forest fires is limited and strongly geographically biased towards South America. Here we used the circular plot method to carry out complete bird inventories in undisturbed, once burned (1998) and twice burned forests (1983 and 1998) in East Kalimantan (Indonesia). Additionally, environmental variables were measured within a 25 m radius of each plot. Three years after fire the number of birds and bird species were similar for undisturbed and burned forests, but species diversity and turnover were significantly lower in the burned forests. The bird species composition also differed significantly between undisturbed and burned forests, with a strong decline of closed forest preferring bird species accompanied by a strong increase in degraded forest preferring species in burned forests. These differences were strongly related to differences in environmental conditions such as shifts in vegetation cover and layering and differences in ground and understorey vegetation structure. We also found significant shifts in body mass distribution, foraging height and feeding guilds between the bird communities in unburned and burned forests. Surprisingly, repeated burning did not lead to increasing impoverishment of the avifauna, and both once and twice burned forests still contained most of the bird species that were also present in undisturbed forest, even though their densities were considerably lowered.	Leiden Univ Branch, Natl Herbarium Nederland, NL-2300 RA Leiden, Netherlands; Wageningen Univ, Resource Ecol Grp, NL-6708 PD Wageningen, Netherlands	Slik, JWF (reprint author), Leiden Univ Branch, Natl Herbarium Nederland, POB 9514, NL-2300 RA Leiden, Netherlands.	slik@nhn.leidenuniv.nl			2	31	SPRINGER	DORDRECHT	VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS	http://www.springeronline.com	0960-3115		BIODIVERS CONSERV	Biodivers. Conserv.	2006	DEC	15	14				4425	4451	27	10.1007/s10531-005-4385-1	119FY	CCC:000242999400005					2019-04-10
